;geometry;cluster;centroids
520;{'type': 'Point', 'coordinates': [2.267754, 48.882099]};0.0;POINT (2.322916576523031 48.8675703640416)
521;{'type': 'Point', 'coordinates': [2.339307, 48.876428]};0.0;POINT (2.322916576523031 48.8675703640416)
522;{'type': 'Point', 'coordinates': [2.287969, 48.891175]};0.0;POINT (2.322916576523031 48.8675703640416)
523;{'type': 'Point', 'coordinates': [2.304053, 48.662464]};0.0;POINT (2.322916576523031 48.8675703640416)
524;{'type': 'Point', 'coordinates': [2.218794, 48.871331]};2.0;POINT (2.8888956 48.49346291428571)
525;{'type': 'Point', 'coordinates': [2.329532, 48.686103]};0.0;POINT (2.322916576523031 48.8675703640416)
526;{'type': 'Point', 'coordinates': [2.436696, 48.618795]};0.0;POINT (2.322916576523031 48.8675703640416)
527;{'type': 'Point', 'coordinates': [2.55708, 48.607087]};0.0;POINT (2.322916576523031 48.8675703640416)
528;{'type': 'Point', 'coordinates': [2.315348, 48.785048]};2.0;POINT (2.8888956 48.49346291428571)
529;{'type': 'Point', 'coordinates': [2.341776, 48.889647]};0.0;POINT (2.322916576523031 48.8675703640416)
530;{'type': 'Point', 'coordinates': [2.372335, 48.895419]};0.0;POINT (2.322916576523031 48.8675703640416)
531;{'type': 'Point', 'coordinates': [2.399098, 48.893469]};0.0;POINT (2.322916576523031 48.8675703640416)
532;{'type': 'Point', 'coordinates': [2.321873, 48.87975]};0.0;POINT (2.322916576523031 48.8675703640416)
533;{'type': 'Point', 'coordinates': [2.300047, 48.871822]};2.0;POINT (2.8888956 48.49346291428571)
534;{'type': 'Point', 'coordinates': [2.485469, 48.946583]};0.0;POINT (2.322916576523031 48.8675703640416)
536;{'type': 'Point', 'coordinates': [2.404252, 48.836357]};1.0;POINT (2.002250676190476 48.86037997142857)
538;{'type': 'Point', 'coordinates': [2.129128, 48.800789]};1.0;POINT (2.002250676190476 48.86037997142857)
539;{'type': 'Point', 'coordinates': [2.462048, 48.84889]};0.0;POINT (2.322916576523031 48.8675703640416)
540;{'type': 'Point', 'coordinates': [2.290113, 48.871557]};3.0;POINT (2.518279042780748 48.80550006951871)
541;{'type': 'Point', 'coordinates': [2.378221, 48.868316]};0.0;POINT (2.322916576523031 48.8675703640416)
542;{'type': 'Point', 'coordinates': [2.3870839999999998, 48.866084]};0.0;POINT (2.322916576523031 48.8675703640416)
543;{'type': 'Point', 'coordinates': [2.284369, 48.88952]};1.0;POINT (2.002250676190476 48.86037997142857)
544;{'type': 'Point', 'coordinates': [2.50735, 48.922975]};1.0;POINT (2.002250676190476 48.86037997142857)
545;{'type': 'Point', 'coordinates': [2.748215, 48.871809]};0.0;POINT (2.322916576523031 48.8675703640416)
546;{'type': 'Point', 'coordinates': [2.189776, 49.053982]};3.0;POINT (2.518279042780748 48.80550006951871)
547;{'type': 'Point', 'coordinates': [2.01087, 48.530634]};0.0;POINT (2.322916576523031 48.8675703640416)
548;{'type': 'Point', 'coordinates': [2.245353, 48.837902]};3.0;POINT (2.518279042780748 48.80550006951871)
549;{'type': 'Point', 'coordinates': [2.389913, 48.850561]};1.0;POINT (2.002250676190476 48.86037997142857)
550;{'type': 'Point', 'coordinates': [2.20605, 48.99982]};0.0;POINT (2.322916576523031 48.8675703640416)
551;{'type': 'Point', 'coordinates': [2.287446, 48.847906]};3.0;POINT (2.518279042780748 48.80550006951871)
552;{'type': 'Point', 'coordinates': [2.797924, 48.180735]};0.0;POINT (2.322916576523031 48.8675703640416)
553;{'type': 'Point', 'coordinates': [2.355669, 48.878026]};0.0;POINT (2.322916576523031 48.8675703640416)
554;{'type': 'Point', 'coordinates': [2.329088, 48.884068]};1.0;POINT (2.002250676190476 48.86037997142857)
555;{'type': 'Point', 'coordinates': [2.420083, 48.924943999999996]};0.0;POINT (2.322916576523031 48.8675703640416)
556;{'type': 'Point', 'coordinates': [2.695127, 48.408321]};3.0;POINT (2.518279042780748 48.80550006951871)
557;{'type': 'Point', 'coordinates': [2.311133, 48.901655]};0.0;POINT (2.322916576523031 48.8675703640416)
558;{'type': 'Point', 'coordinates': [2.242531, 48.885192]};0.0;POINT (2.322916576523031 48.8675703640416)
559;{'type': 'Point', 'coordinates': [2.369255, 48.921853]};0.0;POINT (2.322916576523031 48.8675703640416)
560;{'type': 'Point', 'coordinates': [2.317313, 48.78209]};0.0;POINT (2.322916576523031 48.8675703640416)
561;{'type': 'Point', 'coordinates': [3.2925079999999998, 48.552728]};0.0;POINT (2.322916576523031 48.8675703640416)
562;{'type': 'Point', 'coordinates': [2.259457, 48.990284]};0.0;POINT (2.322916576523031 48.8675703640416)
563;{'type': 'Point', 'coordinates': [2.26922, 48.617061]};1.0;POINT (2.002250676190476 48.86037997142857)
564;{'type': 'Point', 'coordinates': [2.143255, 48.796875]};0.0;POINT (2.322916576523031 48.8675703640416)
565;{'type': 'Point', 'coordinates': [2.371162, 48.872544]};0.0;POINT (2.322916576523031 48.8675703640416)
566;{'type': 'Point', 'coordinates': [1.992585, 48.768954]};3.0;POINT (2.518279042780748 48.80550006951871)
568;{'type': 'Point', 'coordinates': [2.355955, 48.865631]};3.0;POINT (2.518279042780748 48.80550006951871)
569;{'type': 'Point', 'coordinates': [2.436956, 48.856111]};1.0;POINT (2.002250676190476 48.86037997142857)
570;{'type': 'Point', 'coordinates': [2.284312, 48.962664]};3.0;POINT (2.518279042780748 48.80550006951871)
571;{'type': 'Point', 'coordinates': [2.293218, 48.801993]};0.0;POINT (2.322916576523031 48.8675703640416)
572;{'type': 'Point', 'coordinates': [1.696123, 48.941675]};3.0;POINT (2.518279042780748 48.80550006951871)
573;{'type': 'Point', 'coordinates': [1.710486, 48.990285]};0.0;POINT (2.322916576523031 48.8675703640416)
574;{'type': 'Point', 'coordinates': [2.3747949999999998, 48.882424]};0.0;POINT (2.322916576523031 48.8675703640416)
575;{'type': 'Point', 'coordinates': [2.486478, 48.870379]};3.0;POINT (2.518279042780748 48.80550006951871)
576;{'type': 'Point', 'coordinates': [2.296111, 48.880665]};0.0;POINT (2.322916576523031 48.8675703640416)
577;{'type': 'Point', 'coordinates': [2.47777, 48.922716]};3.0;POINT (2.518279042780748 48.80550006951871)
579;{'type': 'Point', 'coordinates': [2.071103, 49.084858]};0.0;POINT (2.322916576523031 48.8675703640416)
580;{'type': 'Point', 'coordinates': [2.34708, 48.886862]};0.0;POINT (2.322916576523031 48.8675703640416)
581;{'type': 'Point', 'coordinates': [2.477891, 48.913106]};0.0;POINT (2.322916576523031 48.8675703640416)
582;{'type': 'Point', 'coordinates': [2.391546, 48.875537]};0.0;POINT (2.322916576523031 48.8675703640416)
583;{'type': 'Point', 'coordinates': [2.293322, 48.898854]};3.0;POINT (2.518279042780748 48.80550006951871)
584;{'type': 'Point', 'coordinates': [2.1292429999999998, 48.807431]};0.0;POINT (2.322916576523031 48.8675703640416)
585;{'type': 'Point', 'coordinates': [2.3975429999999998, 48.853086]};0.0;POINT (2.322916576523031 48.8675703640416)
586;{'type': 'Point', 'coordinates': [2.526983, 48.542193]};1.0;POINT (2.002250676190476 48.86037997142857)
587;{'type': 'Point', 'coordinates': [2.287224, 48.865088]};3.0;POINT (2.518279042780748 48.80550006951871)
588;{'type': 'Point', 'coordinates': [2.329724, 48.824595]};0.0;POINT (2.322916576523031 48.8675703640416)
589;{'type': 'Point', 'coordinates': [2.314638, 48.811606]};0.0;POINT (2.322916576523031 48.8675703640416)
590;{'type': 'Point', 'coordinates': [2.363016, 48.86124]};1.0;POINT (2.002250676190476 48.86037997142857)
591;{'type': 'Point', 'coordinates': [2.363641, 48.87414]};0.0;POINT (2.322916576523031 48.8675703640416)
592;{'type': 'Point', 'coordinates': [2.224745, 49.031889]};3.0;POINT (2.518279042780748 48.80550006951871)
593;{'type': 'Point', 'coordinates': [2.007494, 48.524682]};0.0;POINT (2.322916576523031 48.8675703640416)
594;{'type': 'Point', 'coordinates': [2.362185, 48.862482]};0.0;POINT (2.322916576523031 48.8675703640416)
595;{'type': 'Point', 'coordinates': [2.328778, 48.843995]};3.0;POINT (2.518279042780748 48.80550006951871)
596;{'type': 'Point', 'coordinates': [2.511189, 48.890387]};1.0;POINT (2.002250676190476 48.86037997142857)
597;{'type': 'Point', 'coordinates': [2.248526, 48.99233]};0.0;POINT (2.322916576523031 48.8675703640416)
598;{'type': 'Point', 'coordinates': [2.451831, 48.890543]};3.0;POINT (2.518279042780748 48.80550006951871)
599;{'type': 'Point', 'coordinates': [2.128676, 48.798064]};0.0;POINT (2.322916576523031 48.8675703640416)
600;{'type': 'Point', 'coordinates': [2.42724, 48.619862]};0.0;POINT (2.322916576523031 48.8675703640416)
601;{'type': 'Point', 'coordinates': [2.368904, 48.850394]};3.0;POINT (2.518279042780748 48.80550006951871)
602;{'type': 'Point', 'coordinates': [2.428885, 48.786332]};1.0;POINT (2.002250676190476 48.86037997142857)
603;{'type': 'Point', 'coordinates': [2.331715, 48.800594]};3.0;POINT (2.518279042780748 48.80550006951871)
604;{'type': 'Point', 'coordinates': [2.168942, 48.682677]};0.0;POINT (2.322916576523031 48.8675703640416)
605;{'type': 'Point', 'coordinates': [2.515598, 48.793068]};0.0;POINT (2.322916576523031 48.8675703640416)
606;{'type': 'Point', 'coordinates': [2.310804, 48.840339]};0.0;POINT (2.322916576523031 48.8675703640416)
607;{'type': 'Point', 'coordinates': [2.587181, 48.714548]};0.0;POINT (2.322916576523031 48.8675703640416)
608;{'type': 'Point', 'coordinates': [2.858887, 48.28811]};3.0;POINT (2.518279042780748 48.80550006951871)
609;{'type': 'Point', 'coordinates': [2.299024, 48.872874]};0.0;POINT (2.322916576523031 48.8675703640416)
610;{'type': 'Point', 'coordinates': [2.319993, 48.887438]};0.0;POINT (2.322916576523031 48.8675703640416)
611;{'type': 'Point', 'coordinates': [2.272961, 48.882583]};0.0;POINT (2.322916576523031 48.8675703640416)
612;{'type': 'Point', 'coordinates': [2.406663, 48.860848]};0.0;POINT (2.322916576523031 48.8675703640416)
613;{'type': 'Point', 'coordinates': [2.575577, 48.955906]};0.0;POINT (2.322916576523031 48.8675703640416)
615;{'type': 'Point', 'coordinates': [2.171434, 48.945937]};0.0;POINT (2.322916576523031 48.8675703640416)
616;{'type': 'Point', 'coordinates': [2.373422, 48.870835]};0.0;POINT (2.322916576523031 48.8675703640416)
617;{'type': 'Point', 'coordinates': [1.949495, 49.12561]};0.0;POINT (2.322916576523031 48.8675703640416)
618;{'type': 'Point', 'coordinates': [2.7431289999999997, 48.857351]};0.0;POINT (2.322916576523031 48.8675703640416)
619;{'type': 'Point', 'coordinates': [2.259783, 48.896982]};3.0;POINT (2.518279042780748 48.80550006951871)
620;{'type': 'Point', 'coordinates': [2.294497, 48.846358]};0.0;POINT (2.322916576523031 48.8675703640416)
621;{'type': 'Point', 'coordinates': [1.899711, 48.823183]};0.0;POINT (2.322916576523031 48.8675703640416)
622;{'type': 'Point', 'coordinates': [2.402056, 48.889732]};0.0;POINT (2.322916576523031 48.8675703640416)
623;{'type': 'Point', 'coordinates': [2.486159, 48.856267]};0.0;POINT (2.322916576523031 48.8675703640416)
624;{'type': 'Point', 'coordinates': [2.171097, 48.893599]};1.0;POINT (2.002250676190476 48.86037997142857)
625;{'type': 'Point', 'coordinates': [2.340756, 48.87574]};0.0;POINT (2.322916576523031 48.8675703640416)
626;{'type': 'Point', 'coordinates': [2.381033, 48.525269]};0.0;POINT (2.322916576523031 48.8675703640416)
627;{'type': 'Point', 'coordinates': [1.860754, 48.911973]};0.0;POINT (2.322916576523031 48.8675703640416)
628;{'type': 'Point', 'coordinates': [2.231043, 48.879674]};3.0;POINT (2.518279042780748 48.80550006951871)
629;{'type': 'Point', 'coordinates': [2.58896, 48.573807]};0.0;POINT (2.322916576523031 48.8675703640416)
630;{'type': 'Point', 'coordinates': [2.3799989999999998, 48.849149]};3.0;POINT (2.518279042780748 48.80550006951871)
631;{'type': 'Point', 'coordinates': [2.338147, 48.884856]};3.0;POINT (2.518279042780748 48.80550006951871)
632;{'type': 'Point', 'coordinates': [2.436438, 48.851177]};0.0;POINT (2.322916576523031 48.8675703640416)
633;{'type': 'Point', 'coordinates': [2.093812, 48.895344]};2.0;POINT (2.8888956 48.49346291428571)
634;{'type': 'Point', 'coordinates': [2.571738, 48.937878]};0.0;POINT (2.322916576523031 48.8675703640416)
635;{'type': 'Point', 'coordinates': [2.383169, 48.850162]};1.0;POINT (2.002250676190476 48.86037997142857)
636;{'type': 'Point', 'coordinates': [2.416904, 48.859207]};0.0;POINT (2.322916576523031 48.8675703640416)
637;{'type': 'Point', 'coordinates': [2.351919, 48.887915]};0.0;POINT (2.322916576523031 48.8675703640416)
638;{'type': 'Point', 'coordinates': [2.293717, 48.65261]};0.0;POINT (2.322916576523031 48.8675703640416)
639;{'type': 'Point', 'coordinates': [2.759784, 48.738309]};0.0;POINT (2.322916576523031 48.8675703640416)
640;{'type': 'Point', 'coordinates': [2.359426, 48.880971]};0.0;POINT (2.322916576523031 48.8675703640416)
641;{'type': 'Point', 'coordinates': [2.322229, 48.890214]};3.0;POINT (2.518279042780748 48.80550006951871)
642;{'type': 'Point', 'coordinates': [2.329205, 48.935132]};0.0;POINT (2.322916576523031 48.8675703640416)
643;{'type': 'Point', 'coordinates': [2.372788, 48.85207]};3.0;POINT (2.518279042780748 48.80550006951871)
644;{'type': 'Point', 'coordinates': [2.222519, 48.992081999999996]};0.0;POINT (2.322916576523031 48.8675703640416)
645;{'type': 'Point', 'coordinates': [2.258129, 48.843505]};0.0;POINT (2.322916576523031 48.8675703640416)
646;{'type': 'Point', 'coordinates': [2.358082, 48.890925]};0.0;POINT (2.322916576523031 48.8675703640416)
647;{'type': 'Point', 'coordinates': [2.367573, 48.882888]};0.0;POINT (2.322916576523031 48.8675703640416)
648;{'type': 'Point', 'coordinates': [2.291733, 48.924585]};3.0;POINT (2.518279042780748 48.80550006951871)
649;{'type': 'Point', 'coordinates': [2.262088, 48.897503]};3.0;POINT (2.518279042780748 48.80550006951871)
651;{'type': 'Point', 'coordinates': [2.678947, 49.054075]};0.0;POINT (2.322916576523031 48.8675703640416)
652;{'type': 'Point', 'coordinates': [2.381724, 48.875931]};0.0;POINT (2.322916576523031 48.8675703640416)
653;{'type': 'Point', 'coordinates': [2.325735, 48.925218]};0.0;POINT (2.322916576523031 48.8675703640416)
654;{'type': 'Point', 'coordinates': [2.23455, 48.787342]};0.0;POINT (2.322916576523031 48.8675703640416)
655;{'type': 'Point', 'coordinates': [2.364792, 48.863554]};0.0;POINT (2.322916576523031 48.8675703640416)
657;{'type': 'Point', 'coordinates': [2.133835, 48.879442]};0.0;POINT (2.322916576523031 48.8675703640416)
658;{'type': 'Point', 'coordinates': [2.295842, 48.860237]};1.0;POINT (2.002250676190476 48.86037997142857)
660;{'type': 'Point', 'coordinates': [2.38011, 48.839976]};3.0;POINT (2.518279042780748 48.80550006951871)
663;{'type': 'Point', 'coordinates': [2.371595, 48.881832]};0.0;POINT (2.322916576523031 48.8675703640416)
665;{'type': 'Point', 'coordinates': [2.536812, 48.830577]};2.0;POINT (2.8888956 48.49346291428571)
666;{'type': 'Point', 'coordinates': [2.37535, 48.871563]};3.0;POINT (2.518279042780748 48.80550006951871)
667;{'type': 'Point', 'coordinates': [2.484474, 48.841501]};0.0;POINT (2.322916576523031 48.8675703640416)
668;{'type': 'Point', 'coordinates': [2.503824, 48.893138]};1.0;POINT (2.002250676190476 48.86037997142857)
669;{'type': 'Point', 'coordinates': [2.377385, 48.876558]};0.0;POINT (2.322916576523031 48.8675703640416)
670;{'type': 'Point', 'coordinates': [2.874654, 48.728193]};0.0;POINT (2.322916576523031 48.8675703640416)
671;{'type': 'Point', 'coordinates': [2.348026, 48.86613]};0.0;POINT (2.322916576523031 48.8675703640416)
672;{'type': 'Point', 'coordinates': [1.8405969999999998, 48.645661]};0.0;POINT (2.322916576523031 48.8675703640416)
673;{'type': 'Point', 'coordinates': [2.395645, 48.919487]};0.0;POINT (2.322916576523031 48.8675703640416)
674;{'type': 'Point', 'coordinates': [2.359173, 48.874835]};0.0;POINT (2.322916576523031 48.8675703640416)
675;{'type': 'Point', 'coordinates': [2.363512, 48.884196]};3.0;POINT (2.518279042780748 48.80550006951871)
676;{'type': 'Point', 'coordinates': [2.358834, 48.821394]};0.0;POINT (2.322916576523031 48.8675703640416)
677;{'type': 'Point', 'coordinates': [2.3178010000000002, 48.87825]};0.0;POINT (2.322916576523031 48.8675703640416)
678;{'type': 'Point', 'coordinates': [2.491173, 48.690435]};3.0;POINT (2.518279042780748 48.80550006951871)
679;{'type': 'Point', 'coordinates': [2.337415, 48.890684]};3.0;POINT (2.518279042780748 48.80550006951871)
680;{'type': 'Point', 'coordinates': [2.433046, 48.868433]};0.0;POINT (2.322916576523031 48.8675703640416)
681;{'type': 'Point', 'coordinates': [2.285179, 48.85005]};1.0;POINT (2.002250676190476 48.86037997142857)
682;{'type': 'Point', 'coordinates': [2.276555, 48.884698]};3.0;POINT (2.518279042780748 48.80550006951871)
683;{'type': 'Point', 'coordinates': [2.412697, 48.8502]};0.0;POINT (2.322916576523031 48.8675703640416)
684;{'type': 'Point', 'coordinates': [2.3465, 48.878457]};0.0;POINT (2.322916576523031 48.8675703640416)
685;{'type': 'Point', 'coordinates': [2.427939, 48.845692]};0.0;POINT (2.322916576523031 48.8675703640416)
686;{'type': 'Point', 'coordinates': [2.642596, 48.847426]};0.0;POINT (2.322916576523031 48.8675703640416)
687;{'type': 'Point', 'coordinates': [2.236304, 48.850579]};2.0;POINT (2.8888956 48.49346291428571)
688;{'type': 'Point', 'coordinates': [2.377078, 49.005668]};0.0;POINT (2.322916576523031 48.8675703640416)
689;{'type': 'Point', 'coordinates': [2.366808, 48.864047]};0.0;POINT (2.322916576523031 48.8675703640416)
690;{'type': 'Point', 'coordinates': [2.312807, 48.902326]};0.0;POINT (2.322916576523031 48.8675703640416)
691;{'type': 'Point', 'coordinates': [2.345012, 48.859958]};0.0;POINT (2.322916576523031 48.8675703640416)
692;{'type': 'Point', 'coordinates': [2.351506, 48.8869]};0.0;POINT (2.322916576523031 48.8675703640416)
693;{'type': 'Point', 'coordinates': [2.30011, 48.959532]};0.0;POINT (2.322916576523031 48.8675703640416)
694;{'type': 'Point', 'coordinates': [2.34272, 48.896684]};0.0;POINT (2.322916576523031 48.8675703640416)
695;{'type': 'Point', 'coordinates': [2.063733, 49.046134]};1.0;POINT (2.002250676190476 48.86037997142857)
696;{'type': 'Point', 'coordinates': [2.363102, 48.712659]};0.0;POINT (2.322916576523031 48.8675703640416)
697;{'type': 'Point', 'coordinates': [2.43664, 48.846231]};1.0;POINT (2.002250676190476 48.86037997142857)
698;{'type': 'Point', 'coordinates': [2.317235, 48.873174]};0.0;POINT (2.322916576523031 48.8675703640416)
699;{'type': 'Point', 'coordinates': [2.483242, 48.836843]};0.0;POINT (2.322916576523031 48.8675703640416)
700;{'type': 'Point', 'coordinates': [2.393566, 48.87204]};0.0;POINT (2.322916576523031 48.8675703640416)
701;{'type': 'Point', 'coordinates': [2.299979, 49.044256]};0.0;POINT (2.322916576523031 48.8675703640416)
702;{'type': 'Point', 'coordinates': [2.872656, 48.71011]};0.0;POINT (2.322916576523031 48.8675703640416)
704;{'type': 'Point', 'coordinates': [2.5149179999999998, 48.853333]};0.0;POINT (2.322916576523031 48.8675703640416)
705;{'type': 'Point', 'coordinates': [2.330531, 48.867674]};3.0;POINT (2.518279042780748 48.80550006951871)
706;{'type': 'Point', 'coordinates': [2.145527, 48.944408]};3.0;POINT (2.518279042780748 48.80550006951871)
707;{'type': 'Point', 'coordinates': [2.3396, 49.027296]};3.0;POINT (2.518279042780748 48.80550006951871)
708;{'type': 'Point', 'coordinates': [2.280223, 48.86354]};0.0;POINT (2.322916576523031 48.8675703640416)
709;{'type': 'Point', 'coordinates': [2.315416, 48.779971]};1.0;POINT (2.002250676190476 48.86037997142857)
710;{'type': 'Point', 'coordinates': [2.362186, 48.855616]};0.0;POINT (2.322916576523031 48.8675703640416)
711;{'type': 'Point', 'coordinates': [2.18864, 49.013057]};1.0;POINT (2.002250676190476 48.86037997142857)
713;{'type': 'Point', 'coordinates': [2.3479229999999998, 48.879587]};0.0;POINT (2.322916576523031 48.8675703640416)
715;{'type': 'Point', 'coordinates': [2.58376, 48.902364]};0.0;POINT (2.322916576523031 48.8675703640416)
716;{'type': 'Point', 'coordinates': [2.197518, 48.901082]};0.0;POINT (2.322916576523031 48.8675703640416)
717;{'type': 'Point', 'coordinates': [2.390034, 48.797408]};1.0;POINT (2.002250676190476 48.86037997142857)
718;{'type': 'Point', 'coordinates': [2.512143, 48.95408]};3.0;POINT (2.518279042780748 48.80550006951871)
719;{'type': 'Point', 'coordinates': [2.439715, 48.855808]};0.0;POINT (2.322916576523031 48.8675703640416)
720;{'type': 'Point', 'coordinates': [2.240068, 48.839769]};0.0;POINT (2.322916576523031 48.8675703640416)
721;{'type': 'Point', 'coordinates': [1.605089, 48.96834]};2.0;POINT (2.8888956 48.49346291428571)
722;{'type': 'Point', 'coordinates': [2.485058, 48.851173]};1.0;POINT (2.002250676190476 48.86037997142857)
723;{'type': 'Point', 'coordinates': [2.309329, 48.953649]};1.0;POINT (2.002250676190476 48.86037997142857)
724;{'type': 'Point', 'coordinates': [2.281972, 48.993176]};0.0;POINT (2.322916576523031 48.8675703640416)
725;{'type': 'Point', 'coordinates': [2.286779, 48.91838]};0.0;POINT (2.322916576523031 48.8675703640416)
726;{'type': 'Point', 'coordinates': [2.305827, 48.870814]};0.0;POINT (2.322916576523031 48.8675703640416)
727;{'type': 'Point', 'coordinates': [2.691626, 48.265839]};1.0;POINT (2.002250676190476 48.86037997142857)
728;{'type': 'Point', 'coordinates': [2.371279, 48.788502]};1.0;POINT (2.002250676190476 48.86037997142857)
729;{'type': 'Point', 'coordinates': [2.186619, 48.703682]};0.0;POINT (2.322916576523031 48.8675703640416)
730;{'type': 'Point', 'coordinates': [2.260673, 48.887162000000004]};3.0;POINT (2.518279042780748 48.80550006951871)
731;{'type': 'Point', 'coordinates': [2.389639, 48.853227]};0.0;POINT (2.322916576523031 48.8675703640416)
732;{'type': 'Point', 'coordinates': [2.394227, 48.836006]};0.0;POINT (2.322916576523031 48.8675703640416)
733;{'type': 'Point', 'coordinates': [2.201696, 48.865298]};3.0;POINT (2.518279042780748 48.80550006951871)
734;{'type': 'Point', 'coordinates': [2.324818, 48.835791]};3.0;POINT (2.518279042780748 48.80550006951871)
736;{'type': 'Point', 'coordinates': [1.759358, 48.826374]};1.0;POINT (2.002250676190476 48.86037997142857)
737;{'type': 'Point', 'coordinates': [2.219507, 48.882464]};0.0;POINT (2.322916576523031 48.8675703640416)
738;{'type': 'Point', 'coordinates': [1.855122, 48.911209]};0.0;POINT (2.322916576523031 48.8675703640416)
739;{'type': 'Point', 'coordinates': [2.342806, 48.848307]};3.0;POINT (2.518279042780748 48.80550006951871)
741;{'type': 'Point', 'coordinates': [2.421359, 48.85534]};1.0;POINT (2.002250676190476 48.86037997142857)
742;{'type': 'Point', 'coordinates': [2.338256, 48.704906]};0.0;POINT (2.322916576523031 48.8675703640416)
743;{'type': 'Point', 'coordinates': [2.294766, 48.871245]};0.0;POINT (2.322916576523031 48.8675703640416)
744;{'type': 'Point', 'coordinates': [2.293052, 48.690434]};2.0;POINT (2.8888956 48.49346291428571)
745;{'type': 'Point', 'coordinates': [1.833594, 49.037866]};0.0;POINT (2.322916576523031 48.8675703640416)
746;{'type': 'Point', 'coordinates': [2.372227, 48.828874]};0.0;POINT (2.322916576523031 48.8675703640416)
747;{'type': 'Point', 'coordinates': [2.4665749999999997, 48.923193]};0.0;POINT (2.322916576523031 48.8675703640416)
748;{'type': 'Point', 'coordinates': [2.640738, 48.876567]};0.0;POINT (2.322916576523031 48.8675703640416)
749;{'type': 'Point', 'coordinates': [2.481143, 48.836898]};0.0;POINT (2.322916576523031 48.8675703640416)
750;{'type': 'Point', 'coordinates': [2.350308, 48.872783]};0.0;POINT (2.322916576523031 48.8675703640416)
751;{'type': 'Point', 'coordinates': [2.074336, 48.880272]};0.0;POINT (2.322916576523031 48.8675703640416)
752;{'type': 'Point', 'coordinates': [2.445918, 48.946073]};0.0;POINT (2.322916576523031 48.8675703640416)
753;{'type': 'Point', 'coordinates': [2.087299, 48.871092]};0.0;POINT (2.322916576523031 48.8675703640416)
754;{'type': 'Point', 'coordinates': [2.231163, 48.900035]};1.0;POINT (2.002250676190476 48.86037997142857)
755;{'type': 'Point', 'coordinates': [2.223002, 48.788548]};3.0;POINT (2.518279042780748 48.80550006951871)
756;{'type': 'Point', 'coordinates': [2.366218, 48.880603]};0.0;POINT (2.322916576523031 48.8675703640416)
757;{'type': 'Point', 'coordinates': [2.33639, 48.906863]};1.0;POINT (2.002250676190476 48.86037997142857)
758;{'type': 'Point', 'coordinates': [2.303358, 48.832428]};0.0;POINT (2.322916576523031 48.8675703640416)
759;{'type': 'Point', 'coordinates': [1.829559, 48.622232]};0.0;POINT (2.322916576523031 48.8675703640416)
760;{'type': 'Point', 'coordinates': [2.4688660000000002, 48.852329]};0.0;POINT (2.322916576523031 48.8675703640416)
761;{'type': 'Point', 'coordinates': [2.211954, 48.823897]};0.0;POINT (2.322916576523031 48.8675703640416)
762;{'type': 'Point', 'coordinates': [2.289406, 48.816535]};3.0;POINT (2.518279042780748 48.80550006951871)
763;{'type': 'Point', 'coordinates': [2.919368, 48.560234]};0.0;POINT (2.322916576523031 48.8675703640416)
764;{'type': 'Point', 'coordinates': [1.9571269999999998, 48.762072]};3.0;POINT (2.518279042780748 48.80550006951871)
765;{'type': 'Point', 'coordinates': [2.081031, 49.037238]};0.0;POINT (2.322916576523031 48.8675703640416)
766;{'type': 'Point', 'coordinates': [2.346319, 48.886581]};0.0;POINT (2.322916576523031 48.8675703640416)
767;{'type': 'Point', 'coordinates': [2.342287, 48.69379]};0.0;POINT (2.322916576523031 48.8675703640416)
768;{'type': 'Point', 'coordinates': [2.323552, 48.852521]};0.0;POINT (2.322916576523031 48.8675703640416)
769;{'type': 'Point', 'coordinates': [1.971563, 48.781441]};0.0;POINT (2.322916576523031 48.8675703640416)
770;{'type': 'Point', 'coordinates': [2.160509, 48.889301]};0.0;POINT (2.322916576523031 48.8675703640416)
771;{'type': 'Point', 'coordinates': [2.406266, 48.844407]};0.0;POINT (2.322916576523031 48.8675703640416)
772;{'type': 'Point', 'coordinates': [2.406386, 48.764219]};0.0;POINT (2.322916576523031 48.8675703640416)
773;{'type': 'Point', 'coordinates': [2.373095, 48.866973]};0.0;POINT (2.322916576523031 48.8675703640416)
774;{'type': 'Point', 'coordinates': [2.296506, 48.910782]};3.0;POINT (2.518279042780748 48.80550006951871)
775;{'type': 'Point', 'coordinates': [2.586753, 48.912235]};1.0;POINT (2.002250676190476 48.86037997142857)
776;{'type': 'Point', 'coordinates': [2.600048, 48.94472]};1.0;POINT (2.002250676190476 48.86037997142857)
777;{'type': 'Point', 'coordinates': [2.388206, 48.855203]};0.0;POINT (2.322916576523031 48.8675703640416)
778;{'type': 'Point', 'coordinates': [2.053773, 48.724913]};0.0;POINT (2.322916576523031 48.8675703640416)
779;{'type': 'Point', 'coordinates': [2.267814, 48.889406]};0.0;POINT (2.322916576523031 48.8675703640416)
780;{'type': 'Point', 'coordinates': [2.375021, 48.848846]};0.0;POINT (2.322916576523031 48.8675703640416)
781;{'type': 'Point', 'coordinates': [2.684649, 48.779921]};3.0;POINT (2.518279042780748 48.80550006951871)
782;{'type': 'Point', 'coordinates': [2.437195, 48.984198]};0.0;POINT (2.322916576523031 48.8675703640416)
783;{'type': 'Point', 'coordinates': [2.121923, 48.695375]};0.0;POINT (2.322916576523031 48.8675703640416)
